Title,Company Name,Location,Start Date,Duration,Stipend,Status,skills required,apply by,about the internship,who can apply,About the company,End Date
Company Content Creator,Krishnapriya,Chennai,2025-10-05,2 months,"₹ 3,000 /month",1 week ago,"Creative Writing, SEO, Blogging, Editing",2025-09-28,"As a Company Content Creator, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Krishnapriya is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Sales,Roseknot Events,Delhi,2025-10-05,2 months,"₹ 10,000-15,000 /month",1 week ago,"Sales, Negotiation, CRM Tools, Communication",2025-09-28,"As a Sales, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Roseknot Events is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Video Editing/Making,Growthline Solutions LLP,Work From Home,2025-10-05,2 months,"₹ 3,000 /month +  Incentives",1 week ago,"Video Editing, Premiere Pro, After Effects, Storytelling",2025-09-28,"As a Video Editing/Making, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Growthline Solutions LLP is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,Velvet Genie,Work From Home,2025-10-05,2 months,"₹ 5,000-7,000 /month",1 week ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Velvet Genie is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),ToTheCulture,Mumbai,2025-10-05,2 months,"₹ 10,000 /month",1 week ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,ToTheCulture is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Human Resources (HR),Quants Jugglers,Delhi,2025-10-05,2 months,"₹ 6,000-12,000 /month",1 week ago,"Recruitment, Employee Engagement, MS Office, Communication",2025-09-28,"As a Human Resources (HR), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Quants Jugglers is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Photoshop Project,The Daily Reader,Work From Home,2025-10-05,2 months,"₹ 3,000 /week",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Photoshop Project, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,The Daily Reader is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Marketing,Edumerge Solutions Private Limited,Bangalore,2025-10-05,2 months,"₹ 15,000 /month",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Edumerge Solutions Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Operations,Schoolling,Delhi,2025-10-05,2 months,"₹ 15,000-20,000 /month",1 week ago,"Process Management, Excel, Coordination, Problem Solving",2025-09-28,"As a Operations, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Schoolling is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Content Writing,Gursidak Foundation,Work From Home,2025-10-05,2 months,Unpaid,1 week ago,"Creative Writing, SEO, Blogging, Editing",2025-09-28,"As a Content Writing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Gursidak Foundation is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Sales Executive,Allinclusive Foundation,Bangalore,2025-10-05,2 months,"₹ 6,000 /month +  Incentives",1 week ago,"Sales, Negotiation, CRM Tools, Communication",2025-09-28,"As a Sales Executive, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Allinclusive Foundation is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Marketing,Stealth Startup,Work From Home,2025-10-05,2 months,"₹ 2,000 /month",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Stealth Startup is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Marketing,The Marriage Fit,Bangalore,2025-10-05,2 months,"₹ 5,000-6,000 /month",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,The Marriage Fit is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Digital Marketing,Pathey,Pune,2025-10-05,2 months,"₹ 5,000 /month +  Incentives",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Digital Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Pathey is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Graphic Design,Localist,Work From Home,2025-10-05,2 months,"₹ 5,000 /month",1 week ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a Graphic Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Localist is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Graphic Design,Riya Shah,Work From Home,2025-10-05,2 months,"₹ 2,500-5,000 /month",1 week ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a Graphic Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Riya Shah is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Digital Marketing,Face Food Organics,Work From Home,2025-10-05,2 months,"₹ 2,000 /month +  Incentives",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Digital Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Face Food Organics is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Data Entry,Parnami Infratech Private Limited,Gurgaon,2025-10-05,2 months,"₹ 10,000-12,000 /month",1 week ago,"Python, SQL, Data Analysis, Power BI/Tableau",2025-09-28,"As a Data Entry, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Parnami Infratech Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Product Management,Bohni Tech Private Limited,Bangalore,2025-10-05,2 months,"₹ 10,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Product Management, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Bohni Tech Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Content Writing,Rankfrog Solutions Private Limited,Bhopal,2025-10-05,2 months,"₹ 5,000-8,000 /month",1 week ago,"Creative Writing, SEO, Blogging, Editing",2025-09-28,"As a Content Writing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Rankfrog Solutions Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Copywriting,Openspace Advertising & Marketing Consultancy,"Navi Mumbai, Mumbai",2025-10-05,2 months,"₹ 10,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Copywriting, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Openspace Advertising & Marketing Consultancy is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Sales,NeediBuy,Bangalore,2025-10-05,2 months,"₹ 10,000-15,000 /month",1 week ago,"Sales, Negotiation, CRM Tools, Communication",2025-09-28,"As a Sales, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,NeediBuy is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Instrumentation and Control Engineering,Kimax Controls Private Limited,Work From Home,2025-10-05,2 months,"₹ 5,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Instrumentation and Control Engineering, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Kimax Controls Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Marketing,HaystackAnalytics Private Limited,Mumbai,2025-10-05,2 months,"₹ 8,000-10,000 /month",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,HaystackAnalytics Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Fashion Design And Merchandising,Gaatha ~ A Tale Of Crafts,Ahmedabad,2025-10-05,2 months,"₹ 8,000 /month",1 week ago,"Adobe Photoshop, Illustrator, Canva, Figma",2025-09-28,"As a Fashion Design And Merchandising, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Gaatha ~ A Tale Of Crafts is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Educational Trainee,Human And Emotion Learning Private Limited,Kolkata,2025-10-05,2 months,"₹ 8,000 /month",1 week ago,"Deep Learning, NLP, Python, Neural Networks",2025-09-28,"As a Educational Trainee, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Human And Emotion Learning Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Law/Legal,LexLit Advocates & Solicitors,Mohali,2025-10-05,2 months,"₹ 5,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Law/Legal, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,LexLit Advocates & Solicitors is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Data Entry,Lawtech,Work From Home,2025-10-05,2 months,"₹ 6,000-8,000 /month",1 week ago,"Python, SQL, Data Analysis, Power BI/Tableau",2025-09-28,"As a Data Entry, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Lawtech is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Accounting & Bookkeeping,J. S. Udawat & Co.,Delhi,2025-10-05,2 months,"₹ 5,000-10,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Accounting & Bookkeeping, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,J. S. Udawat & Co. is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,DigiXPro,Work From Home,2025-10-05,2 months,"₹ 4,000 /month +  Incentives",1 week ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,DigiXPro is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Full Stack Development PHP Laravel,Bhujbal Daily Solutions Private Limited,Work From Home,2025-10-05,2 months,"₹ 3,000 /month +  Incentives",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Full Stack Development PHP Laravel, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Bhujbal Daily Solutions Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Creative Design,Branzo Consultancy Private Limited,Work From Home,2025-10-05,2 months,"₹ 3,000 /month",1 week ago,"Adobe Photoshop, Illustrator, Canva, Figma",2025-09-28,"As a Creative Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Branzo Consultancy Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,GoKapture,Work From Home,2025-10-05,2 months,"₹ 3,000-5,000 /month",1 week ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,GoKapture is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),Movingheads,Work From Home,2025-10-05,2 months,"₹ 1,000 /month +  Incentives",1 week ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Movingheads is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Sales Consultant,Sadee World Private Limited,Indore,2025-10-05,2 months,"₹ 5,000 /month +  Incentives",1 week ago,"Sales, Negotiation, CRM Tools, Communication",2025-09-28,"As a Sales Consultant, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Sadee World Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Market Research,Tru Designs Planners Private Limited,Hyderabad,2025-10-05,2 months,"₹ 5,000-6,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Market Research, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Tru Designs Planners Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Human Resources (HR),Mobilefirst Applications,Ahmedabad,2025-10-05,2 months,"₹ 5,000-7,000 /month",1 week ago,"Recruitment, Employee Engagement, MS Office, Communication",2025-09-28,"As a Human Resources (HR), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Mobilefirst Applications is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Data Engineering,Taiyō,Work From Home,2025-10-05,2 months,"₹ 15,000 /month",1 week ago,"Python, SQL, Data Analysis, Power BI/Tableau",2025-09-28,"As a Data Engineering, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Taiyō is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Supply Chain & Logistics Operations,Samasta Foods Private Limited,Jaipur,2025-10-05,2 months,"₹ 12,000 /month",1 week ago,"Process Management, Excel, Coordination, Problem Solving",2025-09-28,"As a Supply Chain & Logistics Operations, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Samasta Foods Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Search Engine Optimization (SEO),FOXHACKLE ENTERPRISES LLP,Work From Home,2025-10-05,2 months,"₹ 7,000-10,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Search Engine Optimization (SEO), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,FOXHACKLE ENTERPRISES LLP is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),I Knowledge Factory Private Limited,Pune,2025-10-05,2 months,"₹ 4,000-6,000 /month",1 week ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,I Knowledge Factory Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Marketing,DeepValley EMA LLP,Nalanda,2025-10-05,2 months,"₹ 5,000 /month +  Incentives",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,DeepValley EMA LLP is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Block Coordination,Sarva Hitam Manav Sewa Sansthan,Delhi,2025-10-05,2 months,"₹ 5,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Block Coordination, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Sarva Hitam Manav Sewa Sansthan is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Web Development,Nestocast Media Solutions Private Limited,Noida,2025-10-05,2 months,"₹ 2,000 /month +  Incentives",1 week ago,"HTML, CSS, JavaScript, React, Node.js",2025-09-28,"As a Web Development, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Nestocast Media Solutions Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,Eve. Healthcare,Work From Home,2025-10-05,2 months,"₹ 5,000 /month +  Incentives",1 week ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Eve. Healthcare is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Human Resources (HR),Anarock Property Consultant Private Limited,Bangalore,2025-10-05,2 months,"₹ 6,000 /month",1 week ago,"Recruitment, Employee Engagement, MS Office, Communication",2025-09-28,"As a Human Resources (HR), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Anarock Property Consultant Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Sales,Yelsons India Private Limited,Pune,2025-10-05,2 months,"₹ 5,000-10,000 /month",1 week ago,"Sales, Negotiation, CRM Tools, Communication",2025-09-28,"As a Sales, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Yelsons India Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,Unicorn Tech Media,Gurgaon,2025-10-05,2 months,"₹ 10,000 /month",1 week ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Unicorn Tech Media is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Digital Marketing,FileSure India Private Limited,Work From Home,2025-10-05,2 months,"₹ 5,000 /month",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Digital Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,FileSure India Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Digital Marketing,Sales Insightpro Private Limited,Work From Home,2025-10-05,2 months,"₹ 6,000 /month",1 week ago,"Digital Marketing, SEO, Social Media, Campaign Management",2025-09-28,"As a Digital Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Sales Insightpro Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Graphic Design,Evogue Media LLP,"Kurukshetra, Yamuna Nagar, Karnal, Ambala",2025-10-05,2 months,"₹ 10,000 /month",1 week ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a Graphic Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Evogue Media LLP is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Human Resources (HR),Cityfurnish,Gurgaon,2025-10-05,2 months,"₹ 15,000 /month",1 week ago,"Recruitment, Employee Engagement, MS Office, Communication",2025-09-28,"As a Human Resources (HR), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Cityfurnish is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Product Management,OZiva,Mumbai,2025-10-05,2 months,"₹ 12,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Product Management, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,OZiva is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Graphic Design,Evenement Investiture Private Limited,Work From Home,2025-10-05,2 months,"₹ 5,000 /month",1 week ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a Graphic Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Evenement Investiture Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Software Testing,Dextrosoft Private Limited,Kolkata,2025-10-05,2 months,"₹ 8,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Software Testing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Dextrosoft Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Social Media Marketing,Creative Nuts,Bangalore,2025-10-05,2 months,"₹ 10,000 /month",1 week ago,"Instagram Marketing, Analytics, Content Creation",2025-09-28,"As a Social Media Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Creative Nuts is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Graphic Design,Archana  X,"Delhi, Gurgaon, Noida",2025-10-05,2 months,"₹ 5,000-8,000 /month",1 week ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a Graphic Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Archana  X is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Event Management,The Novel Media,Chennai,2025-10-05,2 months,"₹ 5,000-10,000 /month",1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Event Management, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,The Novel Media is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),Hyques Future Technologies,"Akola, Amravati, Nagpur",2025-10-05,2 months,"₹ 3,000 /month +  Incentives",1 week ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Hyques Future Technologies is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Content Creation (Videos And Reels),Houzmatic Private Limited,Work From Home,2025-10-05,2 months,"₹ 2,000 /month",1 week ago,"Video Editing, Premiere Pro, After Effects, Storytelling",2025-09-28,"As a Content Creation (Videos And Reels), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Houzmatic Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Customer Acquisition,Kinships (EVRCARE SENIORS PRIVATE LIMITED),Bangalore,2025-10-05,2 months,"₹ 9,000-11,000 /month",1 week ago,"Figma, Wireframing, UX Research, Adobe XD",2025-09-28,"As a Customer Acquisition, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Kinships (EVRCARE SENIORS PRIVATE LIMITED) is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Campus Ambassador,"ACM Student Chapter, IIT Dhanbad",Work From Home,2025-10-05,2 months,Performance Based,1 week ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Campus Ambassador, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,"ACM Student Chapter, IIT Dhanbad is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.",2025-12-04
Youtube Thumbnail Editing,Shrijith V,Work From Home,2025-10-05,2 months,"₹ 1,250 /month",1 week ago,"Deep Learning, NLP, Python, Neural Networks",2025-09-28,"As a Youtube Thumbnail Editing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Shrijith V is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Operations,Techaffy,Kolkata,2025-10-05,2 months,"₹ 5,000 /month",1 week ago,"Process Management, Excel, Coordination, Problem Solving",2025-09-28,"As a Operations, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Techaffy is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Graphic Design,Clotheist Creations OPC Private Limited,Work From Home,2025-10-05,2 months,"₹ 1,000 /month",1 week ago,"CorelDRAW, Photoshop, UI/UX Tools",2025-09-28,"As a Graphic Design, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Clotheist Creations OPC Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
